timestamp,scan_rate_hz,object_count,avg_objects_per_scan,success_rate_percent,cpu_time_ms_per_frame
2025-12-08T08:15:29.208394,2.00,5,6.00,100.0,11.38
2025-12-08T08:15:30.206755,2.24,5,5.17,100.0,16.19
2025-12-08T08:15:31.206499,2.00,6,5.50,100.0,14.70
2025-12-08T08:15:32.209269,1.99,5,5.50,100.0,16.14
2025-12-08T08:15:33.206357,3.01,5,5.00,100.0,14.16
2025-12-08T08:15:34.206544,2.00,5,5.00,100.0,17.05
2025-12-08T08:15:35.208183,2.00,5,5.00,100.0,11.51
2025-12-08T08:15:36.206558,2.00,6,5.50,100.0,12.56
2025-12-08T08:15:37.206323,2.00,5,6.00,100.0,16.22
2025-12-08T08:15:38.207739,2.00,5,5.00,100.0,12.37
2025-12-08T08:15:39.210716,1.99,5,5.00,100.0,9.28
2025-12-08T08:15:40.206638,2.01,5,5.00,100.0,19.34
2025-12-08T08:15:41.206493,2.00,6,5.50,100.0,15.80
2025-12-08T08:15:42.206358,2.00,4,5.50,100.0,14.11
2025-12-08T08:15:43.206272,2.00,5,5.00,100.0,9.96
2025-12-08T08:15:44.206863,2.00,5,4.50,100.0,14.12
2025-12-08T08:15:45.206369,2.00,5,5.00,100.0,11.52
2025-12-08T08:15:46.206401,3.00,4,4.33,100.0,10.86
2025-12-08T08:15:47.206617,2.00,5,5.00,100.0,14.98
2025-12-08T08:15:48.206349,2.00,6,5.00,100.0,12.86
2025-12-08T08:15:49.212848,1.99,6,5.50,100.0,15.61
2025-12-08T08:15:50.206604,2.01,5,5.50,100.0,16.46
2025-12-08T08:15:51.207169,3.00,4,5.67,100.0,13.68
2025-12-08T08:15:52.206275,2.00,5,5.50,100.0,16.92
2025-12-08T08:15:53.209094,1.99,7,5.00,100.0,11.33
2025-12-08T08:15:54.206333,2.01,6,7.00,100.0,15.99
2025-12-08T08:15:55.206323,2.00,6,6.00,100.0,11.82
2025-12-08T08:15:56.208039,2.99,6,6.00,100.0,11.08
2025-12-08T08:15:57.206336,2.00,5,5.50,100.0,11.89
2025-12-08T08:15:58.206377,2.00,5,5.00,100.0,11.53
2025-12-08T08:15:59.206441,2.00,5,5.00,100.0,11.96

SUMMARY,2.17,5,5.16,99.6,14.25
