timestamp,scan_rate_hz,object_count,avg_objects_per_scan,success_rate_percent,cpu_time_ms_per_frame
2025-12-07T19:13:15.454184,2.00,6,6.00,100.0,0.00
2025-12-07T19:13:16.453999,2.00,6,6.00,100.0,0.00
2025-12-07T19:13:17.454387,3.00,5,5.33,100.0,0.00
2025-12-07T19:13:18.454268,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:19.454189,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:20.454227,3.00,5,5.00,100.0,0.00
2025-12-07T19:13:21.454455,2.00,4,5.00,100.0,0.00
2025-12-07T19:13:22.455451,2.00,5,4.50,100.0,0.00
2025-12-07T19:13:23.454351,3.00,5,5.00,100.0,0.00
2025-12-07T19:13:24.454246,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:25.454364,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:26.454281,3.00,5,5.00,100.0,0.00
2025-12-07T19:13:27.454070,2.29,5,5.00,100.0,0.00
2025-12-07T19:13:28.454356,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:29.454426,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:30.454111,3.00,5,4.67,100.0,0.00
2025-12-07T19:13:31.454159,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:32.454105,3.00,5,5.00,100.0,0.00
2025-12-07T19:13:33.454086,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:34.456046,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:35.454133,2.00,5,5.00,100.0,0.00
2025-12-07T19:13:36.454058,3.00,4,5.00,100.0,0.00
2025-12-07T19:13:37.454123,2.00,5,4.50,100.0,0.00
2025-12-07T19:13:38.454151,2.00,3,5.00,100.0,0.00
2025-12-07T19:13:39.454071,2.00,3,3.00,100.0,0.00
2025-12-07T19:13:40.454606,2.00,3,3.00,100.0,0.00
2025-12-07T19:13:41.454072,2.00,3,3.00,100.0,0.00
2025-12-07T19:13:42.454767,2.00,3,3.00,100.0,0.00
2025-12-07T19:13:43.454005,2.00,3,3.00,100.0,0.00
2025-12-07T19:13:44.454969,2.00,3,3.00,100.0,0.00
2025-12-07T19:13:45.454064,2.00,2,3.00,100.0,0.00
2025-12-07T19:13:46.454899,2.00,2,2.00,100.0,0.00

SUMMARY,2.56,2,7.35,99.7,0.00
